Owner_name,Reviewer_name,feedback,Time,Assignment,Metrics,PMetric,Round
NULL,D1051916,很棒！,"2022-10-03 18:10:26",HW2,2,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,7,2,2
NULL,D1051916,很棒！,"2022-10-03 18:10:26",HW2,7,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,8,2,2
NULL,D1051916,很棒！,"2022-10-03 18:10:26",HW2,8,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,9,2,2
NULL,D1051916,很棒！,"2022-10-03 18:10:26",HW2,9,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,13,3,2
NULL,D1051916,很棒！,"2022-10-03 18:10:26",HW2,13,3,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,1,1,2
NULL,D1051916,很棒！,"2022-10-04 21:29:30",HW2,1,1,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,2,2,2
NULL,D1051916,很棒！,"2022-10-04 21:29:30",HW2,2,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,7,2,2
NULL,D1051916,很棒！,"2022-10-04 21:29:30",HW2,7,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,8,2,2
NULL,D1051916,很棒！,"2022-10-04 21:29:30",HW2,8,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,9,2,2
NULL,D1051916,很棒！,"2022-10-04 21:29:30",HW2,9,2,2
NULL,D1051916,很棒！,"2022-10-03 13:51:37",HW2,13,3,2
NULL,D1051916,很棒！,"2022-10-04 21:29:30",HW2,13,3,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:59:47",HW2,1,1,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:59:47",HW2,2,2,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:59:47",HW2,7,2,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:59:47",HW2,8,2,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:59:47",HW2,9,2,2
NULL,D1051253,沒問題，但intelliJ不能跑,"2022-10-03 13:51:28",HW2,13,3,2
NULL,D1051253,沒問題，但intelliJ不能跑,"2022-10-03 17:59:47",HW2,13,3,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:17:11",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:20:56",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:30:06",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:31:31",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:40:41",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:42:26",HW2,1,1,2
NULL,D1051253,,"2022-10-03 17:55:26",HW2,1,1,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:17:11",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:20:56",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:30:06",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:31:31",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:40:41",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:42:26",HW2,2,2,2
NULL,D1051253,,"2022-10-03 17:55:26",HW2,2,2,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:17:11",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:20:56",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:30:06",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:31:31",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:40:41",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:42:26",HW2,7,2,2
NULL,D1051253,,"2022-10-03 17:55:26",HW2,7,2,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:17:11",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:20:56",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:30:06",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:31:31",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:40:41",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:42:26",HW2,8,2,2
NULL,D1051253,,"2022-10-03 17:55:26",HW2,8,2,2
NULL,D1051253,,"2022-10-03 13:51:28",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:17:11",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:20:56",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:30:06",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:31:31",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:40:41",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:42:26",HW2,9,2,2
NULL,D1051253,,"2022-10-03 17:55:26",HW2,9,2,2
NULL,D1051253,沒問題,"2022-10-03 13:51:28",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 17:17:11",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 17:20:56",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 17:30:06",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 17:31:31",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 17:40:41",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 17:42:26",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 17:55:26",HW2,13,3,2
NULL,D1051253,,"2022-10-03 13:51:29",HW2,1,1,2
NULL,D1051253,,"2022-10-03 18:01:21",HW2,1,1,2
NULL,D1051253,,"2022-10-03 13:51:29",HW2,2,2,2
NULL,D1051253,,"2022-10-03 18:01:21",HW2,2,2,2
NULL,D1051253,,"2022-10-03 13:51:29",HW2,7,2,2
NULL,D1051253,,"2022-10-03 18:01:21",HW2,7,2,2
NULL,D1051253,,"2022-10-03 13:51:29",HW2,8,2,2
NULL,D1051253,,"2022-10-03 18:01:21",HW2,8,2,2
NULL,D1051253,,"2022-10-03 13:51:29",HW2,9,2,2
NULL,D1051253,,"2022-10-03 18:01:21",HW2,9,2,2
NULL,D1051253,沒問題,"2022-10-03 13:51:29",HW2,13,3,2
NULL,D1051253,沒問題,"2022-10-03 18:01:21",HW2,13,3,2
NULL,D1011264,很棒,"2022-10-03 13:51:47",HW2,1,1,2
NULL,D1011264,很棒,"2022-10-03 17:29:31",HW2,1,1,2
NULL,D1011264,很棒,"2022-10-03 17:53:51",HW2,1,1,2
NULL,D1011264,很整齊,"2022-10-03 13:51:47",HW2,2,2,2
NULL,D1011264,很整齊,"2022-10-03 17:29:31",HW2,2,2,2
NULL,D1011264,很整齊,"2022-10-03 17:53:51",HW2,2,2,2
NULL,D1011264,很棒,"2022-10-03 13:51:47",HW2,7,2,2
NULL,D1011264,很棒,"2022-10-03 17:29:31",HW2,7,2,2
NULL,D1011264,很棒,"2022-10-03 17:53:51",HW2,7,2,2
NULL,D1011264,是的,"2022-10-03 13:51:47",HW2,8,2,2
NULL,D1011264,是的,"2022-10-03 17:29:31",HW2,8,2,2
NULL,D1011264,是的,"2022-10-03 17:53:51",HW2,8,2,2
NULL,D1011264,很棒,"2022-10-03 13:51:47",HW2,9,2,2
NULL,D1011264,很棒,"2022-10-03 17:29:31",HW2,9,2,2
NULL,D1011264,很棒,"2022-10-03 17:53:51",HW2,9,2,2
NULL,D1011264,很棒,"2022-10-03 13:51:47",HW2,13,3,2
NULL,D1011264,很棒,"2022-10-03 17:29:31",HW2,13,3,2
NULL,D1011264,很棒,"2022-10-03 17:53:51",HW2,13,3,2
NULL,D1011264,很棒,"2022-10-03 13:51:46",HW2,1,1,2
NULL,D1011264,很棒,"2022-10-03 17:40:11",HW2,1,1,2
NULL,D1011264,很棒,"2022-10-03 20:16:47",HW2,1,1,2
NULL,D1011264,很整齊,"2022-10-03 13:51:46",HW2,2,2,2
NULL,D1011264,很整齊,"2022-10-03 17:40:11",HW2,2,2,2
NULL,D1011264,很整齊,"2022-10-03 20:16:47",HW2,2,2,2
NULL,D1011264,是的,"2022-10-03 13:51:46",HW2,7,2,2
NULL,D1011264,是的,"2022-10-03 17:40:11",HW2,7,2,2
NULL,D1011264,是的,"2022-10-03 20:16:47",HW2,7,2,2
NULL,D1011264,很棒,"2022-10-03 13:51:46",HW2,8,2,2
NULL,D1011264,很棒,"2022-10-03 17:40:11",HW2,8,2,2
NULL,D1011264,很棒,"2022-10-03 20:16:47",HW2,8,2,2
NULL,D1011264,很棒,"2022-10-03 13:51:46",HW2,9,2,2
NULL,D1011264,很棒,"2022-10-03 17:40:11",HW2,9,2,2
NULL,D1011264,很棒,"2022-10-03 20:16:47",HW2,9,2,2
NULL,D1011264,很棒,"2022-10-03 13:51:46",HW2,13,3,2
NULL,D1011264,很棒,"2022-10-03 17:40:11",HW2,13,3,2
NULL,D1011264,很棒,"2022-10-03 20:16:47",HW2,13,3,2
NULL,D0843601,太神啦,"2022-10-03 13:51:44",HW2,1,1,2
NULL,D0843601,太神啦,"2022-10-03 17:54:06",HW2,1,1,2
NULL,D0843601,太神啦,"2022-10-03 13:51:44",HW2,2,2,2
NULL,D0843601,太神啦,"2022-10-03 17:54:06",HW2,2,2,2
NULL,D0843601,太神啦,"2022-10-03 13:51:44",HW2,7,2,2
NULL,D0843601,太神啦,"2022-10-03 17:54:06",HW2,7,2,2
NULL,D0843601,太神啦,"2022-10-03 13:51:44",HW2,8,2,2
NULL,D0843601,太神啦,"2022-10-03 17:54:06",HW2,8,2,2
NULL,D0843601,太神啦,"2022-10-03 13:51:44",HW2,9,2,2
NULL,D0843601,太神啦,"2022-10-03 17:54:06",HW2,9,2,2
NULL,D0843601,太神啦,"2022-10-03 13:51:44",HW2,13,3,2
NULL,D0843601,太神啦,"2022-10-03 17:54:06",HW2,13,3,2
NULL,D0843601,好棒,"2022-10-03 13:51:45",HW2,1,1,2
NULL,D0843601,好棒,"2022-10-03 18:00:06",HW2,1,1,2
NULL,D0843601,好棒,"2022-10-13 00:15:37",HW2,1,1,2
NULL,D0843601,好棒,"2022-10-03 13:51:45",HW2,2,2,2
NULL,D0843601,好棒,"2022-10-03 18:00:06",HW2,2,2,2
NULL,D0843601,好棒,"2022-10-13 00:15:37",HW2,2,2,2
NULL,D0843601,好棒,"2022-10-03 13:51:45",HW2,7,2,2
NULL,D0843601,好棒,"2022-10-03 18:00:06",HW2,7,2,2
NULL,D0843601,好棒,"2022-10-13 00:15:37",HW2,7,2,2
NULL,D0843601,好棒,"2022-10-03 13:51:45",HW2,8,2,2
NULL,D0843601,好棒,"2022-10-03 18:00:06",HW2,8,2,2
NULL,D0843601,好棒,"2022-10-13 00:15:37",HW2,8,2,2
NULL,D0843601,好棒,"2022-10-03 13:51:45",HW2,9,2,2
NULL,D0843601,好棒,"2022-10-03 18:00:06",HW2,9,2,2
NULL,D0843601,好棒,"2022-10-13 00:15:37",HW2,9,2,2
NULL,D0843601,好棒,"2022-10-03 13:51:45",HW2,13,3,2
NULL,D0843601,好棒,"2022-10-03 18:00:06",HW2,13,3,2
NULL,D0843601,好棒,"2022-10-13 00:15:37",HW2,13,3,2
NULL,D0843601,強喔,"2022-10-03 13:51:45",HW2,1,1,2
NULL,D0843601,強喔,"2022-10-03 17:56:51",HW2,1,1,2
NULL,D0843601,強喔,"2022-10-12 23:05:52",HW2,1,1,2
NULL,D0843601,強喔,"2022-10-03 13:51:45",HW2,2,2,2
NULL,D0843601,強喔,"2022-10-03 17:56:51",HW2,2,2,2
NULL,D0843601,強喔,"2022-10-12 23:05:52",HW2,2,2,2
NULL,D0843601,強喔,"2022-10-03 13:51:45",HW2,7,2,2
NULL,D0843601,強喔,"2022-10-03 17:56:51",HW2,7,2,2
NULL,D0843601,強喔,"2022-10-12 23:05:52",HW2,7,2,2
NULL,D0843601,強喔,"2022-10-03 13:51:45",HW2,8,2,2
NULL,D0843601,強喔,"2022-10-03 17:56:51",HW2,8,2,2
NULL,D0843601,強喔,"2022-10-12 23:05:52",HW2,8,2,2
NULL,D0843601,強喔,"2022-10-03 13:51:45",HW2,9,2,2
NULL,D0843601,強喔,"2022-10-03 17:56:51",HW2,9,2,2
NULL,D0843601,強喔,"2022-10-12 23:05:52",HW2,9,2,2
NULL,D0843601,強喔,"2022-10-03 13:51:45",HW2,13,3,2
NULL,D0843601,強喔,"2022-10-03 17:56:51",HW2,13,3,2
NULL,D0843601,強喔,"2022-10-12 23:05:52",HW2,13,3,2
NULL,D1030978,很棒,"2022-10-03 13:51:56",HW2,1,1,2
NULL,D1030978,很棒,"2022-10-04 00:30:07",HW2,1,1,2
NULL,D1030978,很棒,"2022-10-04 00:31:42",HW2,1,1,2
NULL,D1030978,整齊，方便閱讀,"2022-10-03 13:51:56",HW2,2,2,2
NULL,D1030978,整齊，方便閱讀,"2022-10-04 00:30:07",HW2,2,2,2
NULL,D1030978,整齊，方便閱讀,"2022-10-04 00:31:42",HW2,2,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,7,2,2
NULL,D1030978,,"2022-10-04 00:30:07",HW2,7,2,2
NULL,D1030978,,"2022-10-04 00:31:42",HW2,7,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,8,2,2
NULL,D1030978,,"2022-10-04 00:30:07",HW2,8,2,2
NULL,D1030978,,"2022-10-04 00:31:42",HW2,8,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,9,2,2
NULL,D1030978,,"2022-10-04 00:30:07",HW2,9,2,2
NULL,D1030978,,"2022-10-04 00:31:42",HW2,9,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,13,3,2
NULL,D1030978,,"2022-10-04 00:30:07",HW2,13,3,2
NULL,D1030978,,"2022-10-04 00:31:42",HW2,13,3,2
NULL,D1030978,要記得寫作業喔><,"2022-10-03 13:51:56",HW2,1,1,2
NULL,D1030978,要記得寫作業喔><,"2022-10-03 13:51:56",HW2,2,2,2
NULL,D1030978,要記得寫作業喔><,"2022-10-03 13:51:56",HW2,7,2,2
NULL,D1030978,要記得寫作業喔><,"2022-10-03 13:51:56",HW2,8,2,2
NULL,D1030978,要記得寫作業喔><,"2022-10-03 13:51:56",HW2,9,2,2
NULL,D1030978,要記得寫作業喔><,"2022-10-03 13:51:56",HW2,13,3,2
NULL,D1030978,是，有完成，很棒！,"2022-10-03 13:51:56",HW2,1,1,2
NULL,D1030978,是，有完成，很棒！,"2022-10-03 17:45:31",HW2,1,1,2
NULL,D1030978,是，有完成，很棒！,"2022-10-03 17:50:37",HW2,1,1,2
NULL,D1030978,整齊，方便閱讀,"2022-10-03 13:51:56",HW2,2,2,2
NULL,D1030978,整齊，方便閱讀,"2022-10-03 17:45:31",HW2,2,2,2
NULL,D1030978,整齊，方便閱讀,"2022-10-03 17:50:37",HW2,2,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,7,2,2
NULL,D1030978,,"2022-10-03 17:45:31",HW2,7,2,2
NULL,D1030978,,"2022-10-03 17:50:37",HW2,7,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,8,2,2
NULL,D1030978,,"2022-10-03 17:45:31",HW2,8,2,2
NULL,D1030978,,"2022-10-03 17:50:37",HW2,8,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,9,2,2
NULL,D1030978,,"2022-10-03 17:45:31",HW2,9,2,2
NULL,D1030978,,"2022-10-03 17:50:37",HW2,9,2,2
NULL,D1030978,,"2022-10-03 13:51:56",HW2,13,3,2
NULL,D1030978,,"2022-10-03 17:45:31",HW2,13,3,2
NULL,D1030978,,"2022-10-03 17:50:37",HW2,13,3,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,1,1,2
NULL,D1051015,是,"2022-10-08 15:41:05",HW2,1,1,2
NULL,D1051015,是,"2022-10-12 18:50:16",HW2,1,1,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,2,2,2
NULL,D1051015,是,"2022-10-08 15:41:05",HW2,2,2,2
NULL,D1051015,是,"2022-10-12 18:50:16",HW2,2,2,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,7,2,2
NULL,D1051015,是,"2022-10-08 15:41:05",HW2,7,2,2
NULL,D1051015,是,"2022-10-12 18:50:16",HW2,7,2,2
NULL,D1051015,無,"2022-10-03 13:51:58",HW2,8,2,2
NULL,D1051015,無,"2022-10-08 15:41:05",HW2,8,2,2
NULL,D1051015,無,"2022-10-12 18:50:16",HW2,8,2,2
NULL,D1051015,無,"2022-10-03 13:51:58",HW2,9,2,2
NULL,D1051015,無,"2022-10-08 15:41:05",HW2,9,2,2
NULL,D1051015,無,"2022-10-12 18:50:16",HW2,9,2,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,13,3,2
NULL,D1051015,是,"2022-10-08 15:41:05",HW2,13,3,2
NULL,D1051015,是,"2022-10-12 18:50:16",HW2,13,3,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,1,1,2
NULL,D1051015,是,"2022-10-05 15:51:17",HW2,1,1,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,2,2,2
NULL,D1051015,是,"2022-10-05 15:51:17",HW2,2,2,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,7,2,2
NULL,D1051015,是,"2022-10-05 15:51:17",HW2,7,2,2
NULL,D1051015,無,"2022-10-03 13:51:58",HW2,8,2,2
NULL,D1051015,無,"2022-10-05 15:51:17",HW2,8,2,2
NULL,D1051015,無,"2022-10-03 13:51:58",HW2,9,2,2
NULL,D1051015,無,"2022-10-05 15:51:17",HW2,9,2,2
NULL,D1051015,是,"2022-10-03 13:51:58",HW2,13,3,2
NULL,D1051015,是,"2022-10-05 15:51:17",HW2,13,3,2
NULL,D1051015,是,"2022-10-03 13:51:25",HW2,1,1,2
NULL,D1051015,是,"2022-10-03 13:58:36",HW2,1,1,2
NULL,D1051015,是,"2022-10-03 16:14:21",HW2,1,1,2
NULL,D1051015,是,"2022-10-03 21:55:47",HW2,1,1,2
NULL,D1051015,是,"2022-10-03 13:51:25",HW2,2,2,2
NULL,D1051015,是,"2022-10-03 13:58:36",HW2,2,2,2
NULL,D1051015,是,"2022-10-03 16:14:21",HW2,2,2,2
NULL,D1051015,是,"2022-10-03 21:55:47",HW2,2,2,2
NULL,D1051015,是,"2022-10-03 13:51:25",HW2,7,2,2
NULL,D1051015,是,"2022-10-03 13:58:36",HW2,7,2,2
NULL,D1051015,是,"2022-10-03 16:14:21",HW2,7,2,2
NULL,D1051015,是,"2022-10-03 21:55:47",HW2,7,2,2
NULL,D1051015,無,"2022-10-03 13:51:25",HW2,8,2,2
NULL,D1051015,無,"2022-10-03 13:58:36",HW2,8,2,2
NULL,D1051015,無,"2022-10-03 16:14:21",HW2,8,2,2
NULL,D1051015,無,"2022-10-03 21:55:47",HW2,8,2,2
NULL,D1051015,無,"2022-10-03 13:51:25",HW2,9,2,2
NULL,D1051015,無,"2022-10-03 13:58:36",HW2,9,2,2
NULL,D1051015,無,"2022-10-03 16:14:21",HW2,9,2,2
NULL,D1051015,無,"2022-10-03 21:55:47",HW2,9,2,2
NULL,D1051015,是,"2022-10-03 13:51:25",HW2,13,3,2
NULL,D1051015,是,"2022-10-03 13:58:36",HW2,13,3,2
NULL,D1051015,是,"2022-10-03 16:14:21",HW2,13,3,2
NULL,D1051015,是,"2022-10-03 21:55:47",HW2,13,3,2
NULL,D1051622,有符合,"2022-10-03 13:51:32",HW2,1,1,2
NULL,D1051622,有符合,"2022-10-04 10:36:48",HW2,1,1,2
NULL,D1051622,有符合,"2022-10-12 10:04:45",HW2,1,1,2
NULL,D1051622,非常整齊,"2022-10-03 13:51:32",HW2,2,2,2
NULL,D1051622,非常整齊,"2022-10-04 10:36:48",HW2,2,2,2
NULL,D1051622,非常整齊,"2022-10-12 10:04:45",HW2,2,2,2
NULL,D1051622,符合標準,"2022-10-03 13:51:32",HW2,7,2,2
NULL,D1051622,符合標準,"2022-10-04 10:36:48",HW2,7,2,2
NULL,D1051622,符合標準,"2022-10-12 10:04:45",HW2,7,2,2
NULL,D1051622,符合,"2022-10-03 13:51:32",HW2,8,2,2
NULL,D1051622,符合,"2022-10-04 10:36:48",HW2,8,2,2
NULL,D1051622,符合,"2022-10-12 10:04:45",HW2,8,2,2
NULL,D1051622,有符合標準,"2022-10-03 13:51:32",HW2,9,2,2
NULL,D1051622,有符合標準,"2022-10-04 10:36:48",HW2,9,2,2
NULL,D1051622,有符合標準,"2022-10-12 10:04:45",HW2,9,2,2
NULL,D1051622,有,"2022-10-03 13:51:32",HW2,13,3,2
NULL,D1051622,有,"2022-10-04 10:36:48",HW2,13,3,2
NULL,D1051622,有,"2022-10-12 10:04:45",HW2,13,3,2
NULL,D1051622,有,"2022-10-03 13:51:33",HW2,1,1,2
NULL,D1051622,有,"2022-10-03 19:19:47",HW2,1,1,2
NULL,D1051622,有,"2022-10-10 17:15:45",HW2,1,1,2
NULL,D1051622,很整齊,"2022-10-03 13:51:33",HW2,2,2,2
NULL,D1051622,很整齊,"2022-10-03 19:19:47",HW2,2,2,2
NULL,D1051622,很整齊,"2022-10-10 17:15:45",HW2,2,2,2
NULL,D1051622,有符合,"2022-10-03 13:51:33",HW2,7,2,2
NULL,D1051622,有符合,"2022-10-03 19:19:47",HW2,7,2,2
NULL,D1051622,有符合,"2022-10-10 17:15:45",HW2,7,2,2
NULL,D1051622,有,"2022-10-03 13:51:33",HW2,8,2,2
NULL,D1051622,有,"2022-10-03 19:19:47",HW2,8,2,2
NULL,D1051622,有,"2022-10-10 17:15:45",HW2,8,2,2
NULL,D1051622,是,"2022-10-03 13:51:33",HW2,9,2,2
NULL,D1051622,是,"2022-10-03 19:19:47",HW2,9,2,2
NULL,D1051622,是,"2022-10-10 17:15:45",HW2,9,2,2
NULL,D1051622,有符合規範,"2022-10-03 13:51:33",HW2,13,3,2
NULL,D1051622,有符合規範,"2022-10-03 19:19:47",HW2,13,3,2
NULL,D1051622,有符合規範,"2022-10-10 17:15:45",HW2,13,3,2
NULL,D1051622,有達到要求,"2022-10-03 13:51:33",HW2,1,1,2
NULL,D1051622,有達到要求,"2022-10-03 18:07:06",HW2,1,1,2
NULL,D1051622,是,"2022-10-03 13:51:33",HW2,2,2,2
NULL,D1051622,是,"2022-10-03 18:07:06",HW2,2,2,2
NULL,D1051622,是,"2022-10-03 13:51:33",HW2,7,2,2
NULL,D1051622,是,"2022-10-03 18:07:06",HW2,7,2,2
NULL,D1051622,有符合,"2022-10-03 13:51:33",HW2,8,2,2
NULL,D1051622,有符合,"2022-10-03 18:07:06",HW2,8,2,2
NULL,D1051622,符合標準,"2022-10-03 13:51:33",HW2,9,2,2
NULL,D1051622,符合標準,"2022-10-03 18:07:06",HW2,9,2,2
NULL,D1051622,符合,"2022-10-03 13:51:33",HW2,13,3,2
NULL,D1051622,符合,"2022-10-03 18:07:06",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 13:51:36",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 17:28:31",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 17:46:26",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 18:03:51",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 13:51:36",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 17:28:31",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 17:46:26",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 18:03:51",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 13:51:36",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 17:28:31",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 17:46:26",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 18:03:51",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 13:51:36",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 17:28:31",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 17:46:26",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 18:03:51",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 13:51:36",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 17:28:31",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 17:46:26",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 18:03:51",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 13:51:36",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 17:28:31",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 17:46:26",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 18:03:51",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 18:54:32",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 19:03:11",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 18:54:32",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 19:03:11",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 18:54:32",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 19:03:11",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 18:54:32",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 19:03:11",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 18:54:32",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 19:03:11",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 18:54:32",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 19:03:11",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 18:10:26",HW2,1,1,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 18:10:26",HW2,2,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 18:10:26",HW2,7,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 18:10:26",HW2,8,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 18:10:26",HW2,9,2,2
NULL,D1051861,是,"2022-10-03 13:51:37",HW2,13,3,2
NULL,D1051861,是,"2022-10-03 18:10:26",HW2,13,3,2
NULL,D1090519,是,"2022-10-03 13:51:41",HW2,1,1,2
NULL,D1090519,是,"2022-10-03 19:24:57",HW2,1,1,2
NULL,D1090519,是,"2022-10-03 19:31:57",HW2,1,1,2
NULL,D1090519,是,"2022-10-03 19:53:37",HW2,1,1,2
NULL,D1090519,是,"2022-10-03 13:51:41",HW2,2,2,2
NULL,D1090519,是,"2022-10-03 19:24:57",HW2,2,2,2
NULL,D1090519,是,"2022-10-03 19:31:57",HW2,2,2,2
NULL,D1090519,是,"2022-10-03 19:53:37",HW2,2,2,2
NULL,D1090519,是,"2022-10-03 13:51:41",HW2,7,2,2
NULL,D1090519,是,"2022-10-03 19:24:57",HW2,7,2,2
NULL,D1090519,是,"2022-10-03 19:31:57",HW2,7,2,2
